ID,Name,a,e,i,H,H_std,D,D_std,dadt,dadt_std,P,P_std,Q,Ref,SNR
8176,1991WA,1.574917894,0.643187815,39.59826174,16.9,NaN,NaN,NaN,0.00086,0.00071,7.111,NaN,8,A,1.211267606
33342,1998WT24,0.718454565,0.417938893,7.342580784,17.9,NaN,0.432,0.028,-0.001003,0.00083,3.697,NaN,8,A,1.208433735
450293,2004LV3,1.231215477,0.275646924,35.34371061,18.8,NaN,NaN,NaN,-0.002006,0.00169,NaN,NaN,NaN,A,1.186982249
137805,1999YK5,0.829380434,0.55832295,16.74635667,16.7,NaN,2.243,0.026,-0.000627,0.00053,3.93,NaN,7,A,1.183018868
162567,2000RW37,1.247553147,0.250267225,13.74793237,19.9,NaN,0.335,0.007,-0.001665,0.00142,2.439,NaN,5,A,1.172535211
455415,2003GA,1.281544171,0.191237041,3.842210371,21.2,NaN,NaN,NaN,0.003376,0.00288,5.78,NaN,8,A,1.172222222
9856,1991EE,2.243190498,0.626022497,9.82700027,17.4,NaN,1,NaN,0.001184,0.00102,3.045,NaN,8,A,1.160784314
523586,1999LK1,0.906929033,0.332688572,11.92687932,22.1,NaN,NaN,NaN,-0.000987,0.00087,NaN,NaN,NaN,A,1.134482759
162483,2000PJ5,0.872682872,0.37365693,51.18364254,17.4,NaN,0.906,0.009,-0.000895,0.00079,2.642,NaN,7,A,1.132911392
65706,1992NA,2.39712385,0.555515589,9.638792907,16.5,NaN,NaN,NaN,0.001129,0.001,3.4844,NaN,8,A,1.129
6489,Golevka,2.502473956,0.605296547,2.27648076,19.2,NaN,0.53,0.03,-0.001344,0.00121,6.026,NaN,8,A,1.110743802
141498,2002EZ16,0.921591975,0.566578144,30.1416597,18.4,NaN,NaN,NaN,-0.001201,0.00112,5.02,NaN,5,A,1.072321429
322756,2001CK32,0.725005106,0.38257367,8.132537777,19,NaN,NaN,NaN,-0.001503,0.00143,NaN,NaN,NaN,A,1.051048951
302169,2001TD45,0.796747801,0.777475653,25.3907518,19.9,NaN,NaN,NaN,-0.001192,0.00115,NaN,NaN,NaN,A,1.036521739
17511,1992QN,1.189978887,0.358838054,9.582650846,17.3,NaN,NaN,NaN,0.000336,0.00034,5.9902,NaN,8,A,0.988235294
523595,2002OS4,1.923462351,0.453828095,26.81095871,18.3,NaN,0.658,0.184,-0.000938,0.00095,NaN,NaN,NaN,A,0.987368421
9162,Kwiila,1.496614276,0.595317234,9.00773309,17.8,NaN,1.127,0.233,-0.000706,0.00072,15.13,NaN,7,A,0.980555556
333889,1998SV4,0.816478447,0.641970502,53.29569323,18.2,NaN,0.919,0.269,0.000794,0.00085,2.817,NaN,5,A,0.934117647
1866,Sisyphus,1.89369921,0.538083305,41.19929069,12.4,NaN,8.48,NaN,-0.000226,0.00025,2.4,NaN,8,A,0.904
441987,2010NY65,1.001140323,0.3702258,11.59124075,21.4,NaN,0.228,0.012,0.001534,0.00172,4.9706,NaN,6,A,0.891860465
243025,2006UM216,2.676210526,0.52308634,15.87186009,16,NaN,2.123,0.778,-0.00105,0.00122,31.73,NaN,5,A,0.860655738
4660,Nereus,1.488743085,0.360335928,1.432103476,18.4,NaN,0.33,NaN,0.000426,0.0005,15.1,NaN,5,A,0.852
85774,1998UT18,1.402899507,0.32911839,13.58886607,19.1,NaN,0.939,0.007,-0.000321,0.00038,55,NaN,5,A,0.844736842
494658,2000UG11,1.928429328,0.572868628,8.922385534,20.4,NaN,NaN,NaN,-0.003496,0.00427,4.44,NaN,8,A,0.818735363
136617,1994CC,1.637667328,0.417049747,4.681378024,17.7,NaN,NaN,NaN,-0.001092,0.00142,2.3886,NaN,7,A,0.769014085
7889,1994LX,1.261379779,0.346315355,36.91250845,15.2,NaN,1.68,0.07,-0.000392,0.00053,2.741,NaN,8,A,0.739622642
141018,2001WC47,1.398809061,0.24116618,2.869123512,18.9,NaN,NaN,NaN,-0.000541,0.00074,16.51,NaN,5,A,0.731081081
410777,2009FD,1.163844623,0.493030735,3.127749306,22.1,NaN,0.472,NaN,0.001118,0.002466,4,NaN,5,B,0.453365775
54509,YORP,1.00004188,0.229915281,1.833144652,22.7,NaN,NaN,NaN,-0.001997,0.00476,0.2029,NaN,8,A,0.419537815
7341,1991VK,1.842120155,0.506593138,5.419121587,16.7,NaN,0.982,0.316,-0.000121,0.00033,4.2096,NaN,8,A,0.366666667
66146,1998TU3,0.787261715,0.483693697,5.406999506,14.5,NaN,2.864,1.165,-0.00016,0.00045,2.375,NaN,8,A,0.355555556
3103,Eger,1.404234015,0.35414918,20.9308809,15.2,NaN,1.5,NaN,-7.60E-05,0.00023,5.7103,NaN,8,A,0.330434783
185851,2000DP107,1.365328151,0.376645661,8.671243898,18.2,NaN,0.863,0.043,-8.20E-05,0.00028,2.7754,NaN,8,A,0.292857143
NaN,2011MD,1.059569367,0.041059522,2.562405187,28,NaN,0.008506769,NaN,-0.045456873,0.156206345,0.1937,NaN,NaN,D,0.291005291
NaN,2012LA,1.039783886,0.023227846,3.121241111,27.6,NaN,0.010227385,NaN,-0.087085912,0.316259364,NaN,NaN,NaN,D,0.275362319
503941,2003UV11,1.453425579,0.762899417,5.92435159,19.5,NaN,0.26,0.003,-0.000104,0.00039,18.25,NaN,7,A,0.266666667
438661,2008EP6,1.209043242,0.29326317,17.72318874,19.3,NaN,NaN,NaN,-0.000143,0.00448,NaN,NaN,NaN,A,0.031919643
96590,1998XB,0.907843987,0.351170175,13.60473959,16.2,NaN,0.882,0.217,-5.00E-06,0.00042,520,NaN,8,A,0.011904762
