"spkid","full_name","pdes","name","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT"
2085953," 85953 (1999 FK21)",85953,,,Y,N,18.21,,,,,,,0.59,,0.32,28.08,,,,,S,,,,"JPL 217",2459600.5,59600,20220121.0000000,J2000,.70309859930819,.738790732813737,.2193480033905273,12.60976517491066,180.4711581416378,172.3979229504642,246.0555605026014,1.258233462236947,1.552107920675989,2459673.912704090687,20220404.4127041,231.9426344034179,0.635024324170891,.0708704,27.580633568,4.18622,7.566,4.5276E-8,2.1068E-9,3.34E-8,7.2232E-6,7.7404E-6,9.145E-6,1.3246E-5,3.5881E-9,6.6392E-9,8.6833E-6,9.9214E-7,ATE,"Otto Matic",18578,1971-03-26,2022-02-04,1276,,,0,.46729,,,-1.268021155921491E-14,,
2085990," 85990 (1999 JV6)",85990,,,Y,Y,20.27,,,,,,,0.451,,0.095,6.538,,,,,Xk,,,0.026,"JPL 252",2459600.5,59600,20220121.0000000,J2000,.3111898839815241,1.008339839680155,.6945546819561387,5.359283449100897,124.3144313539144,235.5440104101211,58.83266376448285,1.322124997404171,.9734052495004484,2459540.059948136015,20211121.5599481,369.8356878440424,1.01255492907335,.0314986,12.258310162,4.12381,5.993,9.9268E-9,7.182E-10,9.8083E-9,2.1222E-6,8.3933E-6,8.4207E-6,1.8661E-6,9.417E-10,1.04E-9,1.8624E-6,3.9513E-7,APO,"Otto Matic",8320,1999-05-13,2022-02-21,1157,15,0,0,.39461,,,-3.557325242591569E-14,,
2099907," 99907 (1989 VA)",99907,,,Y,N,17.93,,,,,,,1.4,,,2.5246,,,,,Sq,,,,"JPL 164",2459600.5,59600,20220121.0000000,J2000,.5946603283558738,.7283817413655058,.295242015876671,28.79831181087938,225.5910608006561,2.852426994334104,96.07742488583008,1.161521466854341,1.585497267759294,2459539.902339669994,20211121.4023397,227.0581017832787,0.62165120269207,.155353,60.45872701,3.82407,7.671,8.2383E-8,2.7748E-9,6.0444E-8,1.1299E-5,5.1176E-6,1.0332E-5,2.2022E-5,4.4249E-9,9.0601E-9,1.3853E-5,1.2975E-6,ATE,"Otto Matic",11648,1989-11-02,2021-09-23,991,,,0,.41848,,,1.39187250259587E-14,,
2099942," 99942 Apophis (2004 MN4)",99942,Apophis,,Y,Y,19.09,0.24,,,,,,0.34,,0.35,30.56,,,,,Sq,,0.19,0.04,"JPL 216",2459600.5,59600,20220121.0000000,J2000,.1913839820496301,.9226958893585622,.7461066758322956,3.338951721314444,203.9614276677966,126.5959309724569,195.6544178118983,1.099285102884829,1.112029210081047,2459748.288907609831,20220617.7889076,323.7325033699091,0.886331289171551,.000244177,0.09502636309,4.12506,6.465,1.8785E-9,1.5685E-9,2.8686E-9,1.1041E-7,3.7768E-6,4.1143E-6,8.0623E-7,1.8687E-9,2.8355E-9,6.5936E-7,8.2546E-7,ATE,"Davide Farnocchia",6267,2004-03-15,2021-05-12,7300,20,30,0,.25792,,5.E-13,-2.901085583204654E-14,,
2136582,"136582 (1992 BA)",136582,,,Y,N,19.84,,,,,,,,,,,,,,,,,,,"JPL 105",2459600.5,59600,20220121.0000000,J2000,.06779907892748653,1.341760867495643,1.250790716538493,10.49843875855385,140.1861011131393,107.3628233659787,349.3884493691873,1.432731018452793,.6341491163599675,2459617.233525849130,20220206.7335258,567.68982359608,1.55425003037941,.276591,107.64091947,3.57,4.874,3.2543E-8,8.1872E-9,4.9855E-8,4.2718E-6,1.1091E-5,3.5659E-5,3.8147E-5,8.7423E-9,5.8042E-9,6.0253E-5,5.1959E-6,AMO,"Otto Matic",10320,1992-01-27,2020-04-29,411,,,0,.51131,,,-5.375321472415563E-14,,
2138175,"138175 (2000 EE104)",138175,,,Y,Y,20.38,,,,,,,,,,13.324,,,,,,,,,"JPL 239",2459600.5,59600,20220121.0000000,J2000,.2931352736984172,1.004063926074564,.7097373722939895,5.237907631954702,25.53937722609087,280.9308778942427,152.8185817648139,1.298390479855139,.9796298903699796,2459444.503757677199,20210818.0037577,367.4857244954396,1.00612108006965,.00856445,3.3330270065,3.92265,6.019,1.1541E-7,2.8184E-9,1.1459E-7,1.6287E-6,1.5013E-5,1.4039E-5,1.7581E-5,3.6445E-9,4.1247E-9,1.7514E-5,1.5473E-6,APO,"Otto Matic",7974,2000-03-11,2022-01-09,1177,0,3,0,.56736,,,-8.989139850518085E-14,,
2138852,"138852 (2000 WN10)",138852,,,Y,N,20.33,,,,,,,,,,4.4622,,,,,,,,,"JPL 257",2459600.5,59600,20220121.0000000,J2000,.2981133509960839,1.001346597644875,.702831807912434,21.5107529104955,60.87291332138717,225.3345793807088,154.4533754175628,1.299861387377316,.9836201889478953,2459443.474577837031,20210816.9745778,365.9949277627831,1.00203950106169,.125643,48.89648631,3.84411,5.976,2.2895E-7,1.9628E-9,2.3014E-7,1.2908E-5,3.3314E-6,1.4416E-5,3.3304E-5,2.548E-9,2.8921E-9,3.4096E-5,1.0761E-6,APO,"Otto Matic",7742,2000-11-20,2022-01-31,1158,,,0,.48749,,,3.751423256479495E-14,,
2138947,"138947 (2001 BA40)",138947,,,Y,N,18.82,,,,,,,0.447,,0.292,,,,,,,,,0.124,"JPL 151",2459600.5,59600,20220121.0000000,J2000,.2536811321861292,1.118836741355443,.8350089700769547,12.84487399283873,270.8762116912423,.05970636058137246,144.9554227664354,1.402664512633931,.8328254619419381,2459426.447417087326,20210730.9474171,432.2634410823262,1.18347280241568,.179973,70.04009241,3.68608,5.525,5.4756E-8,5.5847E-9,6.1363E-8,6.2693E-6,1.3651E-5,2.1254E-5,2.4795E-5,7.0015E-9,6.2356E-9,2.9312E-5,3.2365E-6,APO,"Otto Matic",7729,2001-01-23,2022-03-23,499,,,0,.41953,,,-4.233993282508174E-14,,
2152563,"152563 (1992 BF)",152563,,,Y,N,19.8,,,,,,,0.272,,0.287,32.,,,,,Xc,,,0.077,"JPL 71",2459600.5,59600,20220121.0000000,J2000,.2715552306677705,.9076386898597774,.6611646560719125,7.257246138369145,315.2593904962365,336.5994779544046,86.79723931416919,1.154112723647642,1.139815539378808,2459524.349749090565,20211105.8497491,315.8405790784337,0.864724378038148,.0629336,24.491869112,3.99636,6.530,3.6639E-8,1.3701E-9,3.2835E-8,4.8724E-6,2.0482E-5,2.7336E-5,1.5409E-5,1.7421E-9,2.5808E-9,1.3539E-5,7.1513E-7,ATE,"Otto Matic",23775,1953-01-10,2018-02-13,385,,,0,.50334,,,-2.587739776128793E-14,,
2152664,"152664 (1998 FW4)",152664,,,Y,Y,19.68,,,,,,,,,,17.38,,,,,,,,,"JPL 121",2459600.5,59600,20220121.0000000,J2000,.7137349388531029,2.526204728305274,.7231641510178898,3.422889297292476,353.6784638079583,85.39405108860296,18.52170047565961,4.329245305592658,.245471602831747,2459525.046463778318,20211106.5464638,1466.564750655716,4.01523545696295,.0153855,5.987575035,1.0219,3.034,7.9516E-9,2.3804E-9,2.0183E-8,4.9748E-6,1.4257E-5,1.4726E-5,7.3962E-7,4.0794E-9,3.4695E-10,2.9299E-6,2.0729E-6,APO,"Otto Matic",10194,1994-03-09,2022-02-04,593,11,7,0,.38252,,,1.892633999391551E-14,,
2152671,"152671 (1998 HL3)",152671,,,Y,Y,20.22,,,,,,,0.298,,0.200,,,,,,,,,0.007,"JPL 97",2459600.5,59600,20220121.0000000,J2000,.3660266287016939,1.1288973965253,.715690888325025,2.67988838766575,163.6701597341032,188.140029561404,184.6222899546299,1.542103904725575,.8217171793282032,2459813.928311415797,20220822.4283114,438.1069412401951,1.19947143392251,.0453815,17.661118355,3.88964,5.475,6.6147E-8,3.2448E-9,7.5139E-8,3.9943E-6,9.7645E-5,9.7151E-5,2.4862E-5,4.4325E-9,3.5428E-9,3.0338E-5,1.8889E-6,APO,"Otto Matic",8781,1998-04-21,2022-05-06,403,,,0,.54841,,,-5.123838214285454E-14,,
2152754,"152754 (1999 GS6)",152754,,,Y,Y,19.22,,,,,,,0.414,,0.216,8.021,,,,,,,,0.077,"JPL 83",2459600.5,59600,20220121.0000000,J2000,.4973407727029066,1.191192271749782,.5987637868800145,2.020505974430932,314.4442978408065,134.9477364043204,245.2824032470775,1.783620756619549,.7581083379767845,2459751.820848230053,20220621.3208482,474.8661661745558,1.30011270684341,.0189396,7.370724132,3.44384,5.198,2.5337E-8,4.1185E-9,3.0891E-8,3.5854E-6,6.3216E-5,6.5072E-5,1.1853E-5,6.1667E-9,3.9317E-9,1.5947E-5,2.4627E-6,APO,"Otto Matic",7768,1999-04-15,2020-07-21,396,,,0,.40482,,,-2.689952190290488E-14,,
2152828,"152828 (1999 VT25)",152828,,,Y,Y,21.1,,,,,,,,,,,,,,,,,,,"JPL 45",2459600.5,59600,20220121.0000000,J2000,.5232495195288853,1.162235428784606,.5540962990936131,5.149530805953122,221.9597638307831,319.195832651582,187.0465398566957,1.7703745584756,.7866162408945031,2459820.370187204157,20220828.8701872,457.6564546781095,1.25299508467655,.0482805,18.789322185,3.19432,5.279,9.0295E-8,1.1091E-8,1.0534E-7,1.3337E-5,3.8357E-5,4.4818E-5,3.3935E-5,1.6895E-8,1.126E-8,4.5566E-5,6.5513E-6,APO,"Otto Matic",7613,1999-11-12,2020-09-15,126,,,0,.45566,,,7.082140054782419E-14,,
2153201,"153201 (2000 WO107)",153201,,,Y,Y,19.34,,,,,,,0.510,,0.129,5.022,,,,,X,,,0.083,"JPL 153",2459600.5,59600,20220121.0000000,J2000,.7807129760035812,.9111838642461323,.1998107979040912,7.770069819879144,69.22821139471999,213.7206228908505,166.2673904089518,1.622556930588174,1.133169934691618,2459453.772324548392,20210827.2723245,317.6928622783932,0.869795653055149,.00303931,1.1828082727,3.55732,6.229,3.3689E-8,5.7457E-9,3.0315E-8,7.6454E-6,7.3684E-6,7.7208E-6,5.9865E-6,1.0231E-8,1.0718E-8,4.031E-6,3.0049E-6,ATE,Giorgini,7732,2000-11-29,2022-01-30,982,4,4,0,.3137,,,-1.602845817329482E-14,,
2154590,"154590 (2003 MA3)",154590,,,Y,Y,21.7,,,,,,,0.086,,0.530,,,,,,,,,0.002,"JPL 39",2459600.5,59600,20220121.0000000,J2000,.4022159956430036,1.105105519436301,.6606144026456507,1.415831893796936,152.6726596385722,228.8541176977241,288.7008332269106,1.549596636226952,.8483956867720619,2459684.539992051781,20220415.0399921,424.330304376855,1.16175305784218,.0131059,5.100423103,3.91074,5.552,6.3096E-8,7.9224E-9,6.977E-8,3.9573E-6,.00027312,.00027206,1.9539E-5,1.1109E-8,9.1231E-9,2.3849E-5,4.563E-6,APO,"Otto Matic",7418,1998-01-29,2018-05-22,115,,,0,.49289,,,-7.471465619274135E-14,,
2162004,"162004 (1991 VE)",162004,,,Y,N,18.15,,,,,,,,,,13.4895,,,,,,,,,"JPL 216",2459600.5,59600,20220121.0000000,J2000,.6645518395849802,.8908238612391899,.2988252255064911,7.217526701714977,61.86235961032707,193.65229177097,61.47298395201536,1.482822496971889,1.172239393416479,2459548.059360061384,20211129.5593601,307.1045061459536,0.840806313883514,.0576611,22.439970287,3.57974,6.455,3.3145E-8,2.5683E-9,2.9885E-8,3.0674E-6,2.243E-5,2.2095E-5,1.0371E-5,4.275E-9,5.0694E-9,8.6393E-6,1.3281E-6,ATE,"Otto Matic",24109,1954-11-24,2020-11-26,1110,1,1,0,.42598,,,2.349176497474176E-14,,
2162080,"162080 (1998 DG16)",162080,,,Y,N,20.00,,,,,,,0.777,,0.035,,,,,,,,,0.063,"JPL 84",2459600.5,59600,20220121.0000000,J2000,.3582318717498442,.8966925898987628,.5754687250351135,16.20733826723295,344.3355580390142,356.8694324975556,243.002240519189,1.217916454762412,1.160750027507904,2459701.294965934226,20220501.7949659,310.1442959022876,0.849128804660609,.188277,73.27176009,4.17244,6.547,1.4114E-7,5.4322E-9,1.2562E-7,1.6244E-5,1.6246E-5,3.2973E-5,5.4548E-5,7.3781E-9,1.0548E-8,4.7125E-5,2.8183E-6,ATE,"Otto Matic",14640,1981-03-02,2021-04-01,324,,,0,.42042,,,-2.752415771886889E-14,,
2162117,"162117 (1998 SD15)",162117,,,Y,N,19.0,,,,,,,,,,7.33,,,,,,,,,"JPL 79",2459600.5,59600,20220121.0000000,J2000,.3448326604689678,.9326693533400466,.6110544988899266,26.7978646142551,183.9248952609015,35.83523881565992,72.6753669286324,1.254284207790167,1.094239818061831,2459534.083693693985,20211115.5836937,328.9955218753133,0.900740648529263,.1119,43.548123,3.73736,6.288,1.707E-7,2.7498E-9,1.5947E-7,1.4949E-5,4.3789E-6,1.2765E-5,3.0314E-5,3.6981E-9,4.8393E-9,2.7633E-5,1.455E-6,ATE,"Otto Matic",7263,1998-09-23,2018-08-12,530,,,0,.37678,,,-1.733572845039074E-14,,
2162173,"162173 Ryugu (1999 JU3)",162173,Ryugu,,Y,Y,19.38,,,,,,,0.896,1.004x0.876,0.045,7.63262,3.00e-8,,,,Cb,,,0.004,"JPL 249",2459600.5,59600,20220121.0000000,J2000,.1910463568812098,1.191013427270412,.963474650993796,5.865892424105133,251.3056516599432,211.6121301641609,289.0111482447104,1.418552203547028,.7582791025260808,2459694.118367588929,20220424.6183676,474.7592262541851,1.29981992129825,.00127181,0.4949502977,3.6955,5.303,1.1727E-8,3.609E-9,1.5303E-8,9.4198E-7,6.5305E-6,7.2979E-6,1.9762E-6,4.2985E-9,3.4466E-9,2.5911E-6,2.1579E-6,APO,"Otto Matic",12852,1986-04-14,2021-06-21,2115,2,0,0,.31049,,,-1.761724002187707E-14,,
2162361,"162361 (2000 AF6)",162361,,,Y,Y,20.14,,,,,,,,,,3.4558,,,,,,,,,"JPL 105",2459600.5,59600,20220121.0000000,J2000,.411236428552207,.8772429161342594,.5164886723304833,2.696119063030441,110.6623170804929,200.3297083105124,67.91654407507606,1.237997159938035,1.199566334858444,2459543.882419044720,20211125.3824190,300.1084554798566,0.821652171060525,.0234047,9.108407099,4.02046,6.679,7.568E-8,5.8029E-9,6.8881E-8,4.5321E-6,6.2532E-5,6.4266E-5,2.4794E-5,8.1893E-9,1.1903E-8,2.0803E-5,2.9778E-6,ATE,"Otto Matic",10295,1991-01-15,2019-03-24,389,,,0,.36839,,,3.706822935450665E-14,,
2162783,"162783 (2000 YJ11)",162783,,,Y,Y,20.7,,,,,,,,,,,,,,,,,,,"JPL 39",2459600.5,59600,20220121.0000000,J2000,.2322098642851441,1.313607906606876,1.008575192889801,7.262622130367006,64.93255689679314,339.126408575169,32.41373664341744,1.618640620323951,.6546443789476374,2459550.986496660181,20211202.4864967,549.9168885841684,1.5055903862674,.0306288,11.919810096,3.7562,4.931,1.0824E-7,1.3477E-8,1.4133E-7,1.2879E-5,5.834E-5,6.0018E-5,4.8338E-5,1.6607E-8,1.0075E-8,7.3317E-5,8.4629E-6,APO,"Otto Matic",7768,2000-12-19,2022-03-27,136,,,0,.52892,,,-8.776634937063247E-14,,
2163023,"163023 (2001 XU1)",163023,,,Y,N,19.51,,,,,,,,,,,,,,,,,,,"JPL 71",2459600.5,59600,20220121.0000000,J2000,.5463769461984437,.797330657428975,.3616875677125342,27.15041030774631,69.69384646551099,208.5230539572105,211.5275509814907,1.232973747145416,1.384351511698584,2459707.750541328434,20220508.2505413,260.0495589146169,0.71197688956774,.0566546,22.048270682,3.91147,7.109,1.7181E-7,6.1684E-9,1.3718E-7,1.8991E-5,9.0761E-6,1.3682E-5,4.3101E-5,9.5387E-9,1.6065E-8,3.1772E-5,3.0178E-6,ATE,"Otto Matic",7349,2001-11-23,2022-01-06,374,,,0,.43032,,,4.90318772327395E-14,,
2163899,"163899 (2003 SD220)",163899,,,Y,Y,17.65,,,,,,,0.791,,0.340,285,,,,,,,,0.025,"JPL 161",2459600.5,59600,20220121.0000000,J2000,.2097585111276028,.827399188939586,.6538451669594323,8.546672397722562,273.7860465148801,326.9009097697872,259.3584741359305,1.00095321091974,1.309578202080006,2459677.350336775780,20220407.8503368,274.8976727225692,0.752628809644269,.0180705,7.032496485,4.00083,7.060,5.1854E-9,4.7082E-10,4.2697E-9,2.9975E-7,9.9238E-7,2.2961E-6,3.2768E-6,5.6957E-10,1.1178E-9,2.5076E-6,2.3464E-7,ATE,Giorgini,8028,2000-01-06,2021-12-29,1445,12,7,0,.2201,,,-1.37225557583973E-14,,
2164207,"164207 (2004 GU9)",164207,,,Y,Y,21.23,,,,,,,0.163,,0.219,,,,,,,,,0.008,"JPL 84",2459600.5,59600,20220121.0000000,J2000,.1360161873089896,1.00127997538767,.8650896907066,13.65046714085116,38.48717974238919,279.6914761576842,159.6245392648467,1.13747026006874,.9837183614204497,2459438.233496166164,20210811.7334962,365.9584024437386,1.0019395001882,.000440487,0.17142432579,4.00608,6.041,1.8262E-7,4.6346E-9,1.8022E-7,1.1132E-5,1.2858E-5,2.289E-5,3.1232E-5,5.265E-9,6.83E-9,3.1579E-5,2.5409E-6,APO,"Otto Matic",7655,2001-05-11,2022-04-26,278,,,0,.51455,,,-6.25507031030942E-14,,
2175706,"175706 (1996 FG3)",175706,,,Y,Y,18.44,,,,,,,1.196,,0.072,3.5942,,,,,C,,,0.362,"JPL 150",2459600.5,59600,20220121.0000000,J2000,.3497082421894382,1.05384249281258,.6853050871065567,1.990976584187957,299.6764380438137,24.07813728582002,202.3239755170742,1.422379898518602,.9110464385359615,2459773.571336227722,20220713.0713362,395.149999794209,1.08186173797182,.0283292,11.024874764,3.89164,5.780,1.7757E-6,2.7885E-6,5.9113E-8,1.0585E-5,.00096678,.0012874,.023291,3.7637E-6,3.616E-6,.026252,.0015684,APO,"Shantanu Naidu",13176,1985-12-17,2022-01-13,1697,6,1,0,.323,,,-2.00544423174116E-14,,
2185851,"185851 (2000 DP107)",185851,,,Y,Y,18.33,,,,,,,0.863,"0.992 x 0.938 x 0.964",0.137,2.7754,3.224e-8,,,,,,,0.043,"JPL 257",2459600.5,59600,20220121.0000000,J2000,.3765700207813397,1.365291675167802,.8511637606772728,8.671923899073754,358.6751169867201,289.7815624145807,164.2750027934171,1.879419589658332,.617825615772752,2459334.607815215871,20210430.1078152,582.6886920991875,1.59531469431674,.0153755,5.983683335,3.3336,4.749,1.0525E-8,2.7619E-10,1.436E-8,1.491E-6,2.3388E-6,3.5336E-6,7.1492E-7,3.8019E-10,1.8747E-10,1.093E-6,1.7681E-7,APO,"Otto Matic",8032,2000-02-29,2022-02-25,1409,21,2,0,.38976,,,9.615931956176568E-15,,
2192559,"192559 (1998 VO)",192559,,,Y,Y,20.3,,,,,,,,,,,,,,,,,,,"JPL 67",2459600.5,59600,20220121.0000000,J2000,.2265425537802045,1.074706488336227,.8312397359043828,10.06062324342637,228.1295302654464,75.97421172924943,17.48736123104327,1.318173240768072,.8846454896613923,2459580.732351336876,20220101.2323513,406.9426727510858,1.1141483169092,.0260286,10.129550262,3.86748,5.713,4.0055E-8,5.0761E-9,4.3732E-8,2.8099E-6,1.3626E-5,1.7844E-5,2.9844E-5,6.226E-9,6.2676E-9,3.361E-5,2.8831E-6,APO,"Otto Matic",7308,1998-11-10,2018-11-13,589,,,0,.35375,,,-3.232000784572915E-14,,
2203471,"203471 (2002 AU4)",203471,,,Y,N,19.38,,,,,,,,,,13.26,,,,,,,,,"JPL 101",2459600.5,59600,20220121.0000000,J2000,.3735692945649543,.8554173150881221,.5358596721320051,17.18357925961072,99.43550957242616,205.1929095270191,288.7624647374809,1.174974958044239,1.245767562930098,2459657.683649167237,20220319.1836492,288.9784665393477,0.791179922078981,.0889487,34.616165579,4.04389,6.801,1.4015E-7,7.0452E-9,1.2392E-7,1.0459E-5,1.0326E-5,1.9765E-5,3.0013E-5,9.6771E-9,1.539E-8,2.426E-5,3.57E-6,ATE,"Otto Matic",9899,1994-01-07,2021-02-13,415,,,0,.41674,,,-4.662737077901404E-14,,
2216523,"216523 (2001 HY7)",216523,,,Y,Y,20.69,,,,,,,,,,,,,,,,,,,"JPL 72",2459600.5,59600,20220121.0000000,J2000,.4120749216418478,.9138777309752577,.5372916365933987,5.21066066758503,205.0858351279892,211.2883854396307,41.57184435462636,1.290463825357117,1.128163206755026,2459563.650859640069,20211215.1508596,319.1027661994759,0.873655759615266,.0353269,13.748169673,4.06055,6.454,7.1206E-8,5.588E-9,6.4926E-8,7.7837E-6,5.4129E-5,4.9299E-5,3.4724E-5,7.8906E-9,1.0347E-8,3.053E-5,2.9268E-6,ATE,"Otto Matic",7689,2001-04-15,2022-05-04,298,,,0,.48489,,,4.726667570729195E-14,,
2216985,"216985 (2000 QK130)",216985,,,Y,Y,21.1,,,,,,,,,,,,,,,,,,,"JPL 60",2459600.5,59600,20220121.0000000,J2000,.2617327099956977,1.18060001943105,.8715983769243876,4.722734193129957,173.8733684626303,66.28522037969067,309.7526941072572,1.489601661937711,.7683337222671577,2459665.897761983524,20220327.3977620,468.5464005637178,1.28281013159129,.000287091,0.11172720447,3.51343,5.324,3.7072E-8,8.7925E-9,4.5209E-8,4.3689E-6,4.0393E-5,4.8462E-5,3.3774E-5,1.1094E-8,8.5832E-9,4.4329E-5,5.2342E-6,APO,"Otto Matic",6641,2000-08-09,2018-10-15,243,,,0,.36443,,,1.019060195350716E-13,,
2230111,"230111 (2001 BE10)",230111,,,Y,Y,19.1,,,,,,,,,0.253,4.194,,,,,,,,,123,2459600.5,59600,20220121.0000000,J2000,.3692267081642812,.8230664881607598,.5191683581368272,17.5075670029775,297.7723949093753,30.57643993974256,162.27362774366,1.126964618184692,1.319932416179993,2459477.559138972210,20210920.0591390,272.7412370414187,0.746724810517231,.0413987,16.111132079,4.19168,7.027,1.8292E-7,5.7473E-9,1.5282E-7,1.4149E-5,4.8508E-6,1.6235E-5,3.6272E-5,7.8694E-9,1.3825E-8,2.6836E-5,2.8567E-6,ATE,"Otto Matic",6596,2001-01-18,2019-02-09,731,2,1,0,.31045,,,-2.554638561307127E-14,,
2234341,"234341 (2001 FZ57)",234341,,,Y,N,18.93,,,,,,,0.344,,0.493,,,,,,,,,0.055,"JPL 100",2459600.5,59600,20220121.0000000,J2000,.6042746312784872,.9441729073159847,.3736331718844808,20.66937911089,22.09217122439854,339.9780334339982,101.8842505312848,1.514712642747489,1.074302960064248,2459505.662459456323,20211018.1624595,335.1010035181048,0.9174565462508,.157686,61.36666062,3.95546,6.146,1.1528E-7,7.6135E-9,1.0696E-7,1.0317E-5,1.4893E-5,1.8339E-5,3.0876E-5,1.2214E-8,1.2994E-8,2.8127E-5,4.0532E-6,ATE,"Otto Matic",11333,1991-04-18,2022-04-28,332,,,0,.44125,,,-2.786646243307646E-14,,
2242191,"242191 (2003 NZ6)",242191,,,Y,N,18.97,,,,,,,0.370,,0.334,13.531,,,,,,,,0.031,93,2459600.5,59600,20220121.0000000,J2000,.4922936380692524,.7933841837486876,.4028061975444419,18.2447401722324,124.60017039821,311.6099366913986,339.3830233349258,1.183962169952933,1.394693465625435,2459615.282443005014,20220204.7824430,258.1212351479413,0.706697426825301,.0651175,25.341777475,4.09608,7.204,4.2801E-8,5.7153E-9,3.35E-8,8.3302E-6,1.1721E-5,1.2017E-5,2.6265E-5,8.5289E-9,1.507E-8,1.8979E-5,2.7891E-6,ATE,"Otto Matic",6202,2003-07-09,2020-07-01,522,2,1,0,.34053,,,3.182249350657611E-14,,
2251732,"251732 (1998 HG49)",251732,,,Y,N,21.60,,,,,,,,,,,,,,,,,,,44,2459600.5,59600,20220121.0000000,J2000,.1124615708973507,1.200521585072363,1.065509041718947,4.195072539726214,44.81129560763402,324.316006580591,219.3876781304436,1.335534128425778,.7492885816108474,2459788.161103239106,20220727.6611032,480.4557400648747,1.31541612611875,.0774237,30.130981329,3.88564,5.286,8.4479E-8,1.472E-8,1.0401E-7,4.3728E-6,5.8694E-5,7.2188E-5,6.7495E-5,1.6376E-8,1.3781E-8,9.3254E-5,8.8368E-6,AMO,"Otto Matic",7646,1998-04-27,2019-04-03,127,,,0,.52341,,,-1.038800683011722E-13,,
2256004,"256004 (2006 UP)",256004,,,Y,N,23.0,,,,,,,,,,,,,,,,,,,59,2459600.5,59600,20220121.0000000,J2000,.3005064062864375,1.583912772187783,1.107936837146444,2.285288202481695,47.88890806808568,335.1799535750469,233.2150363189737,2.059888707229123,.4944326965091539,2459856.925120296791,20221004.4251203,728.1071873719318,1.99344883606278,.113264,44.07895088,3.39853,4.337,1.5548E-7,1.0293E-8,2.4294E-7,6.7173E-6,3.6117E-5,6.6718E-5,2.9507E-5,1.3386E-8,4.8194E-9,5.9596E-5,7.0971E-6,AMO,"Otto Matic",5138,2002-11-14,2016-12-08,167,,,0,.62356,,,-1.971147645338287E-13,,
2264357,"264357 (2000 AZ93)",264357,,,Y,Y,21.07,,,,,,,0.113,,0.037,,,,,,,,,0.029,"JPL 46",2459600.5,59600,20220121.0000000,J2000,.3599317761841739,.746936323274026,.4780902057415295,8.587967096293687,277.3568047131195,8.146028177719108,224.1036340268028,1.015782440806523,1.526787882838502,2459689.508019712960,20220420.0080197,235.7891387837793,0.64555547921637,.0217905,8.480208885,4.11557,7.665,7.1672E-8,3.1357E-9,5.2082E-8,7.9847E-6,1.2492E-5,2.2287E-5,3.3658E-5,4.2644E-9,9.6145E-9,2.2434E-5,1.4848E-6,ATE,"Otto Matic",8000,2000-01-07,2021-12-02,155,4,1,0,.41447,,,-4.76985030625543E-14,,
2267759,"267759 (2003 MC7)",267759,,,Y,N,18.91,,,,,,,,,,,,,,,,,,,"JPL 139",2459600.5,59600,20220121.0000000,J2000,.1843774139259753,1.373770358694476,1.120478132630229,21.21194082631008,137.0310846967313,101.212578294585,228.5201366277692,1.627062584758723,.6121147737639784,2459815.296095450765,20220823.7960955,588.1249978436401,1.61019848827828,.237155,92.29361135,3.49936,4.729,3.5814E-8,3.689E-9,5.1019E-8,5.2687E-6,8.1804E-6,1.4823E-5,1.1937E-5,4.3691E-9,2.4656E-9,1.9957E-5,2.3689E-6,AMO,"Otto Matic",25137,1953-04-13,2022-02-07,583,,,0,.4854,,,-2.922469913794669E-14,,
2277810,"277810 (2006 FV35)",277810,,,Y,N,21.74,,,,,,,,,,,,,,,,,,,"JPL 81",2459600.5,59600,20220121.0000000,J2000,.3775149344161703,1.001450554848664,.623388014313933,7.104032269725134,179.4850145283121,170.8161139963204,139.689707652606,1.379513095383394,.9834670334822245,2459458.461982560821,20210831.9619826,366.0519242066762,1.00219554882047,.104661,40.73092137,4.04883,6.002,2.3749E-6,1.1824E-8,2.3714E-6,5.7312E-5,1.7533E-5,8.7972E-5,.0001801,1.6288E-8,1.7418E-8,.0001835,6.4831E-6,APO,"Otto Matic",9868,1995-04-01,2022-04-07,218,,,1,.50832,,,4.200919281923131E-14,,
2283457,"283457 (2001 MQ3)",283457,,,Y,N,19.01,,,,,,,,,,,,,,,,,,,"JPL 111",2459600.5,59600,20220121.0000000,J2000,.4552137748871774,2.233334861028506,1.21669006835259,5.56820461343599,313.3331844852246,25.18815799760006,38.5086416402721,3.249979653704422,.2953067039722675,2459470.097807559802,20210912.5978076,1219.071545472967,3.33763599034351,.212299,82.62040183,2.16883,3.491,4.3502E-8,4.3182E-9,9.613E-8,5.1276E-6,2.9944E-5,3.2765E-5,5.4349E-6,6.284E-9,8.5648E-10,1.8358E-5,3.5357E-6,AMO,"Otto Matic",25573,1951-11-05,2021-11-10,449,,,0,.49261,,,-5.530498214338077E-14,,
