"spkid","full_name","pdes","name","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT"
3022971,"       (1999 SH10)","1999 SH10",,,Y,N,22.75,,,,,,,,,,0.1264,,,,,,,,,"JPL 26",2459600.5,59600,20220121.0000000,J2000,.1304949356304883,1.097906845179857,.9546355620898394,9.589773280089101,178.5173871322282,118.9477983579715,195.2649560867521,1.241178128269875,.8567533962390629,2459792.778250236759,20220801.2782502,420.1909225925589,1.1504200481658,.00999468,3.8896296156,3.86437,5.637,1.5015E-7,5.3711E-9,1.6411E-7,6.2092E-6,2.2438E-5,5.0328E-5,6.9967E-5,6.072E-9,6.287E-9,8.2359E-5,3.0834E-6,APO,"Otto Matic",8185,1999-09-30,2022-02-26,96,,,0,.37782,,,-6.865937457437753E-14,,
3092237,"       (1999 UQ)","1999 UQ",,,Y,N,21.8,,,,,,,,,,,,,,,,,,,27,2459600.5,59600,20220121.0000000,J2000,.01585456352379247,1.094249872592928,1.076901018477002,24.81499926263139,211.3130551588666,7.018202709241731,327.2113053561547,1.111598726708855,.8610518750738814,2459638.579813299323,20220228.0798133,418.0932768645451,1.14467700715823,.0725102,28.218794534,3.84842,5.588,2.0568E-7,2.1377E-8,2.2103E-7,5.2735E-5,1.5721E-5,.00081035,.00082305,2.1716E-8,2.5231E-8,.00095568,1.2251E-5,AMO,"Otto Matic",5861,1999-10-16,2015-11-02,107,,,0,.40915,,,-1.222363588317728E-13,,
3025766,"       (2000 AA6)","2000 AA6",,,Y,Y,22.1,,,,,,,0.316,,0.026,,,,,,,,,0.005,32,2459600.5,59600,20220121.0000000,J2000,.5193537534966218,1.286381488342221,.6182944339431177,2.031183015577097,279.8101467457021,287.6092690400283,353.093254386015,1.954468542741324,.6755374050949887,2459610.724075768260,20220131.2240758,532.9090547537921,1.45902547502749,.00758094,2.9502744198,3.00821,4.894,5.2831E-8,1.1629E-8,7.3294E-8,6.1958E-6,6.7174E-5,6.7388E-5,1.6622E-5,1.7668E-8,9.16E-9,2.4732E-5,7.2261E-6,APO,"Otto Matic",6925,2000-01-03,2018-12-19,150,,,0,.40506,,,1.499996592489439E-13,,
3092248,"       (2000 AH205)","2000 AH205",,,Y,N,22.6,,,,,,,,,,,,,,,Sk,,,,24,2459600.5,59600,20220121.0000000,J2000,.4062879896858044,1.14577428062339,.6802599515152142,2.582162270164607,248.0327556294934,117.8636302535231,52.76876118982533,1.611288609731566,.8036287584028291,2459534.836892952039,20211116.3368930,447.9680402621249,1.22646965164168,.0153269,5.964769673,3.85456,5.398,3.246E-7,2.2937E-8,3.6797E-7,1.2168E-5,8.0294E-5,8.6154E-5,4.8999E-5,3.2256E-8,2.4132E-8,6.2435E-5,1.3452E-5,APO,"Otto Matic",7459,2000-01-09,2020-06-11,81,,,1,.35034,,,-1.60166914255554E-13,,
3031776,"       (2000 CK59)","2000 CK59",,,Y,N,24.1,,,,,,,,,,,,,,,,,,,22,2459600.5,59600,20220121.0000000,J2000,.3116104701097092,1.476397875189198,1.016336839232516,5.707644777720258,139.2133024073988,341.5068550189923,88.28488764724952,1.936458911145881,.5494130320582755,2459439.810532339384,20210813.3105323,655.2447411946632,1.79396233044398,.0377945,14.708485565,3.14893,4.532,2.3041E-7,1.5645E-8,3.4278E-7,1.8218E-5,2.5249E-5,5.1696E-5,3.3373E-5,2.0521E-8,8.7332E-9,5.9149E-5,1.0415E-5,APO,"Otto Matic",6523,2000-02-06,2017-12-16,70,,,0,.54563,,,-1.915764511699931E-13,,
3031176,"       (2000 EB14)","2000 EB14",,,Y,N,23.43,,,,,,,,,,1.79,,,,,,,,,"JPL 21",2459600.5,59600,20220121.0000000,J2000,.4955499502705715,.8956124475317664,.4517917436956947,11.5737915368427,162.8142645987222,139.6330296247306,207.234459619802,1.339433151367838,1.162850522931069,2459731.871605694547,20220601.3716057,309.5840719859571,0.847594995170314,.0309391,12.040569547,3.9218,6.516,2.8687E-6,1.2489E-8,2.5635E-6,7.6172E-5,2.3983E-5,.0001084,.00019301,1.8679E-8,2.4324E-8,.00016408,6.4758E-6,ATE,"Otto Matic",8041,2000-03-03,2022-03-09,80,,,1,.45689,,,-2.710330739487278E-13,,
3092253,"       (2000 EM26)","2000 EM26",,,Y,N,22.5,,,,,,,,,,,,,,,,,,,29,2459600.5,59600,20220121.0000000,J2000,.4667494719367015,.8172293651783771,.4357879905302038,3.844389296024546,345.1373795406992,24.17878224093729,352.7237593636597,1.19867073982655,1.334099214738236,2459605.954047612020,20220126.4540476,269.8449980503405,0.738795340315785,.0188553,7.337917101,4.26686,7.066,4.5007E-7,1.827E-8,3.7723E-7,9.2081E-6,4.379E-5,4.5625E-5,6.9919E-5,2.6797E-8,4.4737E-8,5.2536E-5,9.0488E-6,ATE,"Otto Matic",7358,2000-03-05,2020-04-27,93,,,1,.7025,,,-1.595448923661034E-13,,
3092269,"       (2000 PN8)","2000 PN8",,,Y,N,22.04,,,,,,,,,,,,,,,,,,,43,2459600.5,59600,20220121.0000000,J2000,.2171068935638036,1.252598950125986,.9806510831828515,22.39448727936053,142.7506868151397,112.3075931210368,155.1197256474978,1.524546817069121,.7030496702171622,2459379.861640836012,20210614.3616408,512.0548593512618,1.40192979972967,.0811085,31.564994945,3.64835,5.040,5.3093E-8,2.8285E-9,6.6864E-8,3.5138E-5,6.1486E-6,2.9117E-5,2.1939E-5,3.4426E-9,2.3814E-9,3.1283E-5,1.7344E-6,APO,"Otto Matic",7680,2000-08-07,2021-08-17,180,,,0,.48159,,,1.325490668772823E-13,,
3050517,"       (2000 TU28)","2000 TU28",,,Y,Y,21.1,,,,,,,,,,128.5,,,,,,,,,58,2459600.5,59600,20220121.0000000,J2000,.1828491465914486,1.072631086344294,.8765014075987817,15.59530329071362,202.9926212268758,280.9314383975707,331.6703191333743,1.268760765089807,.8872142425881456,2459632.431048338430,20220221.9310483,405.7644509288112,1.11092252136567,.000128211,0.04989587487,3.79957,5.711,3.9972E-7,2.429E-9,4.2884E-7,2.3773E-5,6.5809E-6,4.7546E-5,1.9134E-5,2.8731E-9,3.0137E-9,2.1573E-5,1.3783E-6,APO,"Otto Matic",7339,2000-10-03,2020-11-06,247,,,0,.41412,,,-8.456393686111584E-14,,
3071939,"       (2001 BB16)","2001 BB16",,,Y,N,23.2,,,,,,,,,,,,,,,,,,,27,2459600.5,59600,20220121.0000000,J2000,.1721609359352557,.8552849497712425,.7080382923272872,2.028626132743852,122.3252125134035,196.0878458224145,358.7462384692838,1.002531607215198,1.246056769699168,2459601.506183314600,20220122.0061833,288.9113953346716,0.790996291128464,.00485345,1.8888171365,4.15371,6.882,6.0741E-8,1.4569E-8,5.9201E-8,6.5542E-6,5.0372E-5,5.5286E-5,6.6425E-5,1.7078E-8,3.1839E-8,5.3327E-5,7.3821E-6,ATE,"Otto Matic",6967,2001-01-20,2020-02-17,57,0,1,0,.40817,,,3.180256123109022E-13,,
3070801,"       (2001 CQ36)","2001 CQ36",,,Y,N,22.5,,,,,,,,,,,,,,,,,,,"JPL 42",2459600.5,59600,20220121.0000000,J2000,.1769280290885548,.9382251971833142,.7722268622044497,1.258209786386804,30.68105593695736,344.5523314837525,115.113807162025,1.104223532162179,1.084534658878834,2459494.358802741236,20211006.8588027,331.9395992122182,0.908801092983486,.0140089,5.451843613,4.17941,6.382,6.3962E-8,3.8809E-9,5.7694E-8,2.2339E-6,8.498E-5,8.5468E-5,1.7491E-5,4.5675E-9,6.7291E-9,1.5676E-5,2.0595E-6,ATE,"Otto Matic",7751,2001-02-13,2022-05-05,159,0,2,0,.40057,,,-1.515217377742478E-13,,
3079950,"       (2001 OT)","2001 OT",,,Y,N,21.7,,,,,,,,,,,,,,,,,,,30,2459600.5,59600,20220121.0000000,J2000,.3228358721387945,.9341816331386974,.6325942908683226,12.05833423194221,295.8069386341166,142.9925037196852,150.5201871121661,1.235768975409072,1.091583813879824,2459462.608447195483,20210905.1084472,329.796022460657,0.902932299686946,.0636181,24.758255977,3.98892,6.354,3.0664E-7,1.1483E-8,2.8344E-7,1.3902E-5,1.1234E-5,2.0662E-5,3.1038E-5,1.519E-8,2.0126E-8,2.7779E-5,6.0807E-6,ATE,"Otto Matic",6616,2001-07-16,2019-08-27,98,,,0,.40268,,,7.740968640315651E-14,,
3102728,"       (2002 AY1)","2002 AY1",,,Y,Y,20.94,,,,,,,,,,,,,,,,,,,"JPL 50",2459600.5,59600,20220121.0000000,J2000,.4373640960513107,.778973970292433,.4382787239279825,29.89228620972624,287.8581413778955,323.8452864980245,302.3971883229399,1.119669216656883,1.43357247953615,2459640.681304049376,20220302.1813040,251.1208921340917,0.687531532194638,.0073781,2.871335177,4.01177,7.283,3.8976E-7,1.3747E-8,3.0382E-7,2.9423E-5,4.432E-6,1.7746E-5,.00011406,1.9759E-8,3.7947E-8,8.0391E-5,6.6473E-6,ATE,"Otto Matic",7279,2002-01-07,2021-12-12,125,5,3,0,.37493,,,6.492823723155419E-14,,
3102784,"       (2002 BF25)","2002 BF25",,,Y,N,22.62,,,,,,,0.152,,0.100,,,,,,,,,0.003,"JPL 55",2459600.5,59600,20220121.0000000,J2000,.2215901687605421,1.074548063217582,.8364387765478845,6.313321387289396,305.784052136469,77.83119496362579,64.66696490585149,1.31265734988728,.8848411373532783,2459527.416864309358,20211108.9168643,406.8526934414757,1.11390196698556,.0179735,6.994746995,4.10382,5.723,2.1182E-8,2.6566E-9,2.231E-8,7.4857E-6,1.0231E-5,1.0227E-5,4.8208E-6,3.2453E-9,3.2814E-9,5.2025E-6,1.5088E-6,APO,"Otto Matic",7315,2002-01-25,2022-02-04,147,4,0,0,.40946,,,1.663028788385184E-13,,
3117430,"       (2002 EW8)","2002 EW8",,,Y,N,23.84,,,,,,,,,,,,,,,,,,,20,2459600.5,59600,20220121.0000000,J2000,.4602127935100299,1.846973343778278,.9969725816995157,11.37775401929432,176.5203458331352,328.6695657601734,338.328504980161,2.69697410585704,.3926568086726105,2459655.691950174251,20220317.1919502,916.8311666796052,2.510146931361,.0405754,15.790728418,2.35499,3.854,2.4046E-7,1.9432E-8,4.3694E-7,2.3653E-5,1.1591E-5,.00011257,2.8193E-5,2.8375E-8,6.1968E-9,7.158E-5,1.4469E-5,APO,"Otto Matic",5518,2002-03-13,2017-04-21,112,,,0,.43042,,,1.614016562691815E-13,,
3120896,"       (2002 GD10)","2002 GD10",,,Y,N,22.71,,,,,,,,,,0.7356,,,,,,,,,"JPL 18",2459600.5,59600,20220121.0000000,J2000,.1305885738797281,1.216800831612886,1.057900546316892,19.2415494651115,205.8470375217209,343.0001312937184,274.1017116955832,1.37570111690888,.7343021961669767,2459717.479478956759,20220517.9794790,490.2613690646484,1.34226247519411,.0601744,23.418071248,3.58372,5.182,2.1964E-7,1.0227E-8,2.6646E-7,1.9439E-5,8.1071E-6,.00023011,.00029675,1.1563E-8,9.2578E-9,.00040419,6.181E-6,AMO,"Otto Matic",7138,2002-04-15,2021-10-30,94,,,0,.72799,,,-2.532782085974668E-13,,
3126183,"       (2002 JR100)","2002 JR100",,,Y,N,24.3,,,,,,,0.028,,0.441,,,,,,,,,0.002,28,2459600.5,59600,20220121.0000000,J2000,.298878989676013,.9237184223830951,.647638393556115,3.708744878534551,202.2636148534801,254.2466437579523,164.1658063816297,1.199798451210075,1.110183238693491,2459452.627287946784,20210826.1272879,324.2707937328099,0.887805047865325,.0191732,7.461634244,3.94946,6.436,8.3927E-8,3.2309E-9,7.7938E-8,9.8976E-6,.00011404,.00010541,1.8358E-5,4.1965E-9,5.8246E-9,1.6309E-5,1.7013E-6,ATE,"Otto Matic",6287,2002-05-14,2019-07-31,149,,,0,.53677,,,-2.859789924476995E-13,,
3143095,"       (2002 VU114)","2002 VU114",,,Y,N,22.8,,,,,,,,,,,,,,,,,,,17,2459600.5,59600,20220121.0000000,J2000,.2857082616337234,1.180401542679638,.8431510698908732,2.77636940122037,352.7929552348466,151.2744990413126,281.2601411203472,1.517652015468403,.7685275158015834,2459702.955484365483,20220503.4554844,468.4282509059102,1.28248665545766,.0344063,13.389899771,3.49075,5.320,9.2011E-7,1.0367E-8,1.0884E-6,2.3841E-5,.00082814,.00082743,4.9371E-5,1.3329E-8,1.0124E-8,6.4221E-5,6.171E-6,APO,"Otto Matic",6578,2002-11-15,2020-11-18,57,,,0,.53136,,,-1.109451155530282E-13,,
3144515,"       (2002 XQ40)","2002 XQ40",,,Y,N,22.39,,,,,,,,,,,,,,,,,,,"JPL 42",2459600.5,59600,20220121.0000000,J2000,.3511554579494386,1.075027065895096,.6975254442626618,2.189671410905587,270.1000601104494,73.25781698017953,114.2459435063645,1.452528687527529,.8842498116961635,2459471.299018563297,20210913.7990186,407.1247686323505,1.11464686826106,.0064214,2.499016238,3.94807,5.691,2.9802E-8,3.494E-9,3.2731E-8,2.8302E-6,4.7641E-5,4.7334E-5,8.5874E-6,4.721E-9,4.3109E-9,9.3924E-6,1.9848E-6,APO,"Otto Matic",7020,2002-12-11,2022-03-01,192,,,0,.6579,,,-9.650962867530225E-14,,
3146499,"       (2003 AF23)","2003 AF23",,,Y,Y,21.02,,,,,,,,,,19.89,,,,,,,,,58,2459600.5,59600,20220121.0000000,J2000,.425893345957054,.8744858102538707,.5020481225328843,23.2313939177911,286.7606502914774,43.94438547727287,190.7463855094379,1.246923497974857,1.205243848752115,2459740.931012915605,20220610.4310129,298.6947416265487,0.817781633474466,.0327328,12.738623776,4.11456,6.632,7.3881E-7,1.6477E-9,6.4591E-7,2.299E-5,3.0897E-6,3.6076E-6,9.1446E-5,2.3494E-9,3.4063E-9,7.5947E-5,8.4418E-7,ATE,Giorgini,6621,2003-01-08,2021-02-23,473,2,1,0,.35431,,,-5.476153699684777E-14,,
3151652,"       (2003 FF5)","2003 FF5",,,Y,N,23.3,,,,,,,,,,,,,,,,,,,39,2459600.5,59600,20220121.0000000,J2000,.3038855301331467,1.369642487322942,.9534279539699282,6.338277567646404,192.7454926170758,54.18649921824182,235.0910505201438,1.785857020675956,.6148840736771144,2459803.642274824064,20220812.1422748,585.4762148044216,1.60294651554941,.02604,10.1339868,3.24171,4.771,4.548E-8,1.1207E-8,6.1087E-8,7.1814E-6,1.8325E-5,3.2009E-5,2.2916E-5,1.4612E-8,7.5468E-9,3.8946E-5,7.1858E-6,APO,"Otto Matic",5978,2003-03-27,2019-08-08,158,,,0,.45216,,,-7.147152439823404E-14,,
3151655,"       (2003 FY6)","2003 FY6",,,Y,N,22.4,,,,,,,,,,,,,,,,,,,36,2459600.5,59600,20220121.0000000,J2000,.5821099032321401,.7298167330617713,.304983185201987,6.6001740189355,359.2065624822889,29.65539823119503,169.3133862919504,1.154650280921556,1.580823375202853,2459493.395443635363,20211005.8954436,227.7294260997402,0.623489188500315,.00391027,1.5217597759,4.29992,7.735,8.4844E-7,1.3646E-8,6.2468E-7,3.6442E-5,4.827E-5,3.7051E-5,.00010181,2.159E-8,4.4338E-8,6.6816E-5,6.3873E-6,ATE,"Otto Matic",5497,2003-03-29,2018-04-16,182,,,1,.35096,,,-6.737448509693318E-14,,
3152317,"       (2003 GQ22)","2003 GQ22",,,Y,Y,21.48,,,,,,,,,,,,,,,,,,,23,2459600.5,59600,20220121.0000000,J2000,.1819812433899567,.8719418749683735,.7132648083978587,17.02090281490944,199.4975406350972,168.7758791394468,210.6942205985796,1.030618941538888,1.21052223548574,2459723.839972637107,20220524.3399726,297.3923067638197,0.814215761160355,.0245078,9.537700526,4.23732,6.737,9.919E-8,1.5259E-8,9.2138E-8,1.7932E-5,1.3741E-5,4.6499E-5,6.6516E-5,1.8036E-8,3.1777E-8,5.7276E-5,7.8067E-6,ATE,"Otto Matic",6611,2003-04-07,2021-05-13,83,,,1,.47454,,,9.622947928200591E-14,,
3157022,"       (2003 MS2)","2003 MS2",,,Y,Y,21.21,,,,,,,,,,7,,,,,,,,,"JPL 75",2459600.5,59600,20220121.0000000,J2000,.1262973321876013,1.042144273333452,.9105242318568505,20.02591012650769,100.8365934229709,254.470775984381,100.7750549971553,1.173764314810053,.9264293477167871,2459491.722082670936,20211004.2220827,388.588726045036,1.06389794947306,.0221238,8.609919246,4.07196,5.827,2.4535E-8,8.4112E-9,2.7064E-8,8.8214E-6,2.8691E-6,1.046E-5,1.2181E-5,9.4736E-9,1.1216E-8,1.2283E-5,4.7045E-6,APO,"Otto Matic",6896,2003-03-07,2022-01-22,257,4,3,0,.45821,,,-6.508006310193235E-14,,
3157028,"       (2003 MK4)","2003 MK4",,,Y,Y,20.9,,,,,,,,,,,,,,,,,,,39,2459600.5,59600,20220121.0000000,J2000,.1812038390185075,1.080299386559997,.8845449904259873,22.3167788849236,282.5958932782006,109.6434746727743,100.9754093258756,1.276053782694008,.8777844432307722,2459485.465597072755,20210927.9655971,410.123467983762,1.12285685964069,.00154067,0.5995825439,4.06214,5.646,1.6924E-7,1.2899E-8,1.8485E-7,3.937E-5,9.8023E-6,3.7254E-5,4.426E-5,1.5237E-8,1.5722E-8,4.9327E-5,7.3457E-6,APO,"Otto Matic",6557,2003-06-27,2021-06-09,239,,,0,.40964,,,-8.005007413298041E-14,,
3170204,"       (2003 YS17)","2003 YS17",,,Y,Y,21.6,,,,,,,,,,,,,,,,,,,49,2459600.5,59600,20220121.0000000,J2000,.312918225441068,.9302331958852854,.6391462749824885,6.527856272443775,98.93386396480022,134.5828790741452,301.4592209007948,1.221320116788082,1.098541134730741,2459653.789564904234,20220315.2895649,327.7073462417391,0.897213815856918,.0304556,11.852405852,3.77126,6.392,9.862E-8,8.9962E-9,9.4694E-8,4.4965E-6,1.5702E-5,1.9489E-5,1.3468E-5,1.1811E-8,1.5936E-8,1.234E-5,4.7539E-6,ATE,"Otto Matic",6228,2003-12-21,2021-01-08,209,,,0,.47113,,,-8.773542897304938E-14,,
3170231,"       (2003 YL118)","2003 YL118",,,Y,Y,21.6,,,,,,,,,,,,,,,,,,,"JPL 31",2459600.5,59600,20220121.0000000,J2000,.4862757223906486,1.13062960315528,.5808318761246941,7.612343796129534,278.7127779366468,65.742325216388,65.91902219438475,1.680427330185867,.8198295072459534,2459520.094230737283,20211101.5942307,439.1156902968095,1.20223323832118,.0214257,8.338239669,3.75701,5.410,1.6353E-7,6.3558E-9,1.8567E-7,1.5429E-5,2.2904E-5,3.014E-5,2.004E-5,9.4464E-9,6.9129E-9,2.4384E-5,3.7027E-6,APO,"Otto Matic",6605,2003-12-28,2022-01-27,119,,,0,.39551,,,-1.749557484162941E-13,,
3177202,"       (2004 FH)","2004 FH",,,Y,N,25.7,,,,,,,,,,0.0504,,,,,,,,,26,2459600.5,59600,20220121.0000000,J2000,.2884677859388606,.8185475029453696,.5824229170849359,.02139170813897025,287.2816378466692,40.34127439844779,272.5675284209479,1.054672088805803,1.330877987366429,2459666.195332261123,20220327.6953323,270.4981248599476,0.740583504065565,1.02499E-5,0.003988953583,4.22205,7.116,9.5617E-8,3.028E-8,9.9492E-8,2.304E-7,.0016779,.0016773,6.4918E-5,3.9015E-8,7.3849E-8,5.241E-5,1.501E-5,ATE,"Otto Matic",6184,2004-03-16,2021-02-19,269,,,1,.2315,,,1.668782836964816E-13,,
3182169,"       (2004 JN1)","2004 JN1",,,Y,N,23.7,,,,,,,,,,,,,,,,,,,31,2459600.5,59600,20220121.0000000,J2000,.1756835665504443,1.085311315760574,.8946399529902005,1.501884135360272,143.8145863015422,1.982509569121831,298.6353889278647,1.275982678530947,.8717111021871253,2459670.895582800507,20220401.3955828,412.980859251143,1.13067997057123,.0232531,9.049408927,3.71539,5.693,5.0459E-7,2.4755E-7,3.4896E-7,3.7979E-6,.00029252,.00041725,.00011972,2.9104E-7,2.9825E-7,.00011615,.0001413,APO,"Otto Matic",6244,2004-05-11,2021-06-15,106,,,2,.54619,,,-2.238548394429026E-13,,
3274304,"       (2005 EY169)","2005 EY169",,,Y,N,22.2,,,,,,,,,,,,,,,,,,,30,2459600.5,59600,20220121.0000000,J2000,.2325429589103094,1.306784000219344,1.002900582151687,20.88671828472538,346.9013660596183,227.7505115740147,70.06787986947639,1.610667418287,.6597788067815809,2459494.300953972333,20211006.8009540,545.637411053092,1.49387381534043,.0698208,27.172160736,3.41109,4.893,7.0172E-7,1.2701E-8,9.1955E-7,6.0223E-5,7.6434E-6,.00028745,.00014757,1.5654E-8,9.6187E-9,.0002239,7.9546E-6,APO,"Otto Matic",4366,2005-03-13,2017-02-24,165,,,0,.4107,,,-1.165719818426477E-13,,
3289173,"       (2005 QQ87)","2005 QQ87",,,Y,N,22.7,,,,,,,,,,,,,,,,,,,24,2459600.5,59600,20220121.0000000,J2000,.3017122021517174,1.000977287790385,.6989702259872944,33.97119888126072,155.0139137253655,54.75161353618777,231.1642129430237,1.302984349593475,.9841645981029471,2459731.408780203349,20220531.9087802,365.7924707858093,1.00148520406792,.0802677,31.237780809,3.75916,5.892,5.7279E-7,7.1964E-9,5.7008E-7,4.6716E-5,7.5031E-6,3.2643E-5,4.3189E-5,9.3676E-9,1.0613E-8,4.4962E-5,3.9447E-6,APO,"Otto Matic",5110,2005-08-31,2019-08-28,82,,,0,.37093,,,-9.822439793664765E-14,,
3289743,"       (2005 RZ2)","2005 RZ2",,,Y,N,23.3,,,,,,,,,,,,,,,,,,,25,2459600.5,59600,20220121.0000000,J2000,.1031907471055555,1.106153260164189,.9920084788346002,13.16147263098953,154.9459422380577,280.2700272970285,301.2265548769224,1.220298041493777,.8471905804498039,2459669.874526203859,20220331.3745262,424.9339030762866,1.16340562101653,.0790623,30.768675291,3.8806,5.597,3.1891E-8,5.4437E-9,3.3509E-8,1.9383E-5,1.0854E-5,5.0265E-5,4.9175E-5,6.0054E-9,6.2539E-9,5.8193E-5,3.1368E-6,APO,"Otto Matic",5299,2005-09-01,2020-03-05,67,,,0,.48288,,,-1.207628000400752E-13,,
3293922,"       (2005 TG50)","2005 TG50",,,Y,N,24.83,,,,,,,,,,,,,,,,,,,21,2459600.5,59600,20220121.0000000,J2000,.1351166997265265,.9225897800468708,.7979324937655156,2.398847011986452,344.0676488423711,201.4312846217494,318.3899347350583,1.047247066328226,1.112221061404334,2459637.911686137649,20220227.4116861,323.6766614951975,0.886178402450917,.0124879,4.859916043,3.90641,6.474,5.9449E-7,7.0527E-9,5.4983E-7,2.1456E-5,.00042648,.00033128,.00028142,8.0056E-9,1.2753E-8,.00025318,3.7115E-6,ATE,"Otto Matic",5849,2005-10-11,2021-10-16,77,,,0,.51622,,,-2.086477712342576E-13,,
3297629,"       (2005 VL1)","2005 VL1",,,Y,N,26.45,,,,,,,,,,,,,,,,,,,"JPL 23",2459600.5,59600,20220121.0000000,J2000,.2246547255194597,.8912202011586303,.6910033714899405,.2362377567425699,37.80730067760289,227.8783360513638,209.6628542542823,1.09143703082732,1.171457509868567,2459728.833417541183,20220529.3334175,307.3094815367145,0.841367505918452,4.74498E-5,0.018466038666,3.95415,6.645,3.4108E-7,2.6947E-8,2.831E-7,1.3999E-6,.0010383,.0010363,2.0781E-5,3.3001E-8,5.3131E-8,1.7987E-5,1.3938E-5,ATE,"Davide Farnocchia",5874,2005-11-04,2021-12-04,79,,,0,.41752,,,-2.139702391779613E-13,-3.312320348367455E-11,
3321492,"       (2006 CT)","2006 CT",,,Y,N,22.28,,,,,,,,,,16.69,,,,,,,,,"JPL 47",2459600.5,59600,20220121.0000000,J2000,.2306777673939515,1.096662756796695,.8436870404747375,2.741707354004916,285.4615436893496,82.758044522381,72.41158501327584,1.349638473118653,.8582117012303988,2459516.125031784744,20211028.6250318,419.476918671554,1.14846521196866,.00139443,0.5426703231,4.10617,5.637,3.3162E-8,2.3602E-9,3.7371E-8,3.1682E-6,4.3136E-5,4.3315E-5,9.5489E-6,2.9047E-9,2.7705E-9,1.0893E-5,1.3542E-6,APO,"Otto Matic",11315,1991-01-15,2022-01-07,135,3,1,0,.4689,,,-8.975958796649253E-14,,
3403148,"       (2006 RH120)","2006 RH120",,,Y,N,29.5,,,,,,,,,,0.04583,,,,,,,,,51,2459600.5,59600,20220121.0000000,J2000,.02450076408527039,1.033180851668154,1.007867131364014,.5947287056193719,51.18487304410161,10.11409174218037,172.2116830479998,1.058494571972294,.9385113970405269,2459417.005496266698,20210721.5054963,383.5861782128731,1.05020171995311,.0177855,6.921583035,3.93505,5.927,8.6238E-8,2.7355E-6,2.6682E-6,2.732E-7,.00012221,6.7962E-5,.0098237,2.8025E-6,3.7273E-6,.0097387,.0015234,APO,"Otto Matic",281,2006-09-14,2007-06-22,131,0,3,1,.80201,,1.324522163325571E-10,-5.065686918859852E-11,,
3365921,"       (2007 AM)","2007 AM",,,Y,N,21.82,,,,,,,,,,,,,,,,,,,"JPL 29",2459600.5,59600,20220121.0000000,J2000,.4670343558477811,.7987324951242313,.425696978769195,11.71833838568413,107.1108802490963,172.5256389139287,211.0445775751102,1.171768011479267,1.380708644274274,2459708.383312705110,20220508.8833127,260.7356747514408,0.713855372351652,.0970344,37.762877448,3.96333,7.193,9.8119E-7,8.5129E-9,7.8542E-7,7.7858E-5,3.2143E-5,6.9236E-5,.00015639,1.2489E-8,2.2073E-8,.00011378,4.1684E-6,ATE,"Otto Matic",5501,2007-01-08,2022-01-30,98,,,1,.59473,,,-7.402479710595592E-14,,
3384484,"       (2007 RY19)","2007 RY19",,,Y,N,22.64,,,,,,,,,,,,,,,,,,,22,2459600.5,59600,20220121.0000000,J2000,.2534347934067249,1.107321958645541,.8266880468214781,12.63200519006954,352.4339756509499,99.19058848924537,43.0374697362239,1.387955870469603,.8458497115495249,2459549.619247605603,20211201.1192476,425.6075223345653,1.16524989003303,.00149097,0.5802407949,3.79036,5.570,1.3623E-6,4.9303E-9,1.5109E-6,5.5832E-5,2.018E-5,.00016393,2.8644E-5,6.1798E-9,5.6492E-9,3.4001E-5,2.8425E-6,APO,"Otto Matic",5111,2007-09-14,2021-09-11,67,,,0,.3776,,,-1.280269212581642E-13,,
3387609,"       (2007 TF15)","2007 TF15",,,Y,N,24.69,,,,,,,,,,,,,,,,,,,20,2459600.5,59600,20220121.0000000,J2000,.04441271596060351,1.108515440326333,1.059283258937177,4.255366530748494,193.0625035805803,28.56892419521951,234.9308525367117,1.15774762171549,.8444840548399951,2459748.601253950834,20220618.1012540,426.2957931967223,1.16713427295475,.0603,23.466951,3.79921,5.614,2.9348E-7,5.7736E-9,3.2608E-7,2.214E-5,3.5299E-5,.00063093,.0007018,6.03E-9,6.5976E-9,.00083003,3.3305E-6,AMO,"Otto Matic",5112,2007-10-08,2021-10-06,76,,,0,.52114,,,-2.275113126635268E-13,,
3388356,"       (2007 TF68)","2007 TF68",,,Y,N,22.7,,,,,,,,,,,,,,,,,,,26,2459600.5,59600,20220121.0000000,J2000,.2654723963653337,1.406362067445304,1.033011759243294,26.19799210145037,19.31740469592162,62.50928155252481,163.3564465291684,1.779712375647314,.5909603698641778,2459324.074617081831,20210419.5746171,609.1779049122023,1.66783820646736,.152344,59.28771448,3.65448,4.599,1.143E-6,1.0851E-8,1.6086E-6,.00010924,8.2258E-6,.00025773,.00010509,1.3731E-8,6.8393E-9,.00017702,7.0502E-6,AMO,"Otto Matic",5505,2002-10-02,2017-10-28,150,,,0,.48741,,,-1.731445061702086E-13,,
